Run,Mean Position Error,Mean Angle Error
1,1449.5176,65.1249
2,1470.3636,67.6345
3,1475.8068,70.5466
4,1472.7520,67.7922
5,1473.9288,68.2263
6,1501.1793,71.9903
7,1428.9017,68.8873
8,1460.2800,67.9142
9,1481.2093,67.2854
10,1479.3736,66.9333

Average,1469.3313,68.2335
