Run,Mean Position Error,Mean Angle Error
1,2891.3307,56.0853
2,2891.8452,64.4892
3,2927.5880,51.5888
4,2880.5944,58.0706
5,2959.8004,60.6040
6,2860.2636,59.9011
7,2894.5957,54.6688
8,2926.0721,61.4909
9,2896.2250,66.0597
10,2881.1275,58.4406

Average,2900.9443,59.1399
