Run,Mean Position Error,Mean Angle Error
1,84.7263,4.1887
2,83.9688,4.1681
3,83.9059,4.0574
4,83.9847,4.0882
5,83.5277,4.1327
6,86.0594,4.2967
7,84.8417,4.1347
8,86.4767,4.1685
9,83.5551,4.0655
10,84.1225,4.0649

Average,84.5169,4.1365
