Run,Mean Position Error,Mean Angle Error
1,73.7321,3.6772
2,73.7109,3.6663
3,73.7253,3.6712
4,73.7221,3.6659
5,73.7046,3.6679
6,73.7408,3.6747
7,73.7235,3.6700
8,73.7311,3.6743
9,73.7185,3.6710
10,73.7143,3.6691

Average,73.7223,3.6708
