Run,Mean Position Error,Mean Angle Error
1,120.3832,3.7292
2,120.3674,3.7228
3,120.3753,3.7316
4,120.3483,3.7394
5,120.3693,3.7245
6,120.3634,3.7304
7,120.3755,3.7338
8,120.3756,3.7391
9,120.3511,3.7273
10,120.3827,3.7384

Average,120.3692,3.7316
