Run,Mean Position Error,Mean Angle Error
1,1468.7616,65.5553
2,2476.7043,70.5064
3,1470.7987,71.5056
4,1447.6904,64.1828
5,1449.0823,67.8511
6,1510.5762,67.8861
7,1418.7593,72.1157
8,1467.4472,76.2109
9,2472.0109,72.0155
10,1491.7101,65.4840

Average,1667.3541,69.3313
