Run,Mean Position Error,Mean Angle Error
1,765.2588,58.1361
2,776.9883,57.7270
3,72.7180,3.5820
4,897.2613,60.7531
5,1171.6111,57.5153
6,788.5331,58.0148
7,777.2710,60.8905
8,69.0815,3.6514
9,72.3264,3.5875
10,959.6860,66.3990

Average,635.0735,43.0257
