Run,Mean Position Error,Mean Angle Error
1,2965.4733,63.6513
2,2971.4061,64.4224
3,2977.9995,65.4222
4,2976.4325,66.3770
5,2118.4911,65.1881
6,3059.2016,76.8436
7,2969.2929,64.2164
8,2976.6857,65.0435
9,2973.7134,66.2948
10,1950.7157,62.4855

Average,2793.9412,65.9945
