Run,Mean Position Error,Mean Angle Error
1,84.2027,4.1107
2,87.5974,4.1936
3,83.7505,4.0216
4,83.8043,4.1093
5,84.4650,4.1821
6,84.1762,4.1153
7,84.5595,4.0761
8,85.4701,4.1438
9,84.0357,4.1458
10,84.3759,4.0189

Average,84.6437,4.1117
