time_stamp[s],x_true_pose[mm],y_true_pose[mm],theta_true[rad],x_pose[mm],y_pose[mm],theta[rad],p_err[mm],a_err[mm]
0.05022168159484863,514.3213391304016,185.73113977909088,-0.05330478248356396,247.7196336609764,232.51645756406677,-0.04356649755058011,270.67570138349566,0.5579626263558143
0.10002613067626953,514.3252730369568,185.73242127895355,-0.053257243634454055,331.37032835635074,186.11363402072493,0.04223725329106482,182.95534183575538,5.471431640557247
0.09166550636291504,514.326822757721,185.7293665409088,-0.05326265329140245,331.37032835635074,186.11363402072493,0.04223725329106482,182.95689794357207,5.471741591069003
0.2000417709350586,514.3263459205627,185.73119938373566,-0.05324030224323417,354.41318207211344,156.69230578544276,0.023855322500668623,162.52838925379766,4.4172539167499885
0.25003480911254883,514.3167495727539,185.72899401187897,-0.053245024620643955,325.92177889204,158.7855432244149,-0.0008141313595550082,190.31188748505323,3.004068899961306
0.3000354766845703,514.3234848976135,185.72883009910583,-0.05324383223341367,302.1698130586187,171.63254680854408,-0.005395874539145139,212.62146099906212,2.7414860342021004
0.3499934673309326,514.3216967582703,185.7342541217804,-0.05327158929449727,286.86266438276095,171.02764593095577,-0.04180774402400691,227.93397231146002,0.6568299509901072
0.35835981369018555,514.3134117126465,185.72973906993866,-0.053202718975771335,286.86266438276095,171.02764593095577,-0.04180774402400691,227.92541324650648,0.6528839723933905
0.4500148296356201,514.3215775489807,185.73414981365204,-0.05324567940322256,269.7602623258193,165.57907728055216,-0.03098468884986259,245.39043146075812,1.275460806488121
0.500002384185791,514.3239617347717,185.72629690170288,-0.05325724347085581,262.4154018145071,156.4328388777055,-0.03833295999906772,253.60605127659167,0.8550984551903092
0.5499815940856934,514.3253922462463,185.73076725006104,-0.05326566714187675,261.67387126235417,167.97660488143674,-0.02762524969581613,253.27455722374796,1.4690877046128785
0.5999984741210938,514.3259286880493,185.72492599487305,-0.0532695880799936,275.6855623411168,178.39421627485305,-0.03421964050548287,238.75293454782363,1.091481595964944
0.650036096572876,514.3264055252075,185.72687804698944,-0.05328591707119168,279.4389477546948,175.46178484459452,-0.031008369450950486,235.11165423336257,1.2764094565415312
0.6916506290435791,514.3188953399658,185.7325255870819,-0.05323153377883605,286.27164614684483,168.6930603871359,-0.02597201193538091,228.68294916510413,1.561855553174657
0.7499949932098389,514.3281936645508,185.72643101215363,-0.05326488467157664,267.0458218710736,163.41614933505966,-0.027214128916398638,248.2867698213474,1.4925983578978392
0.8000149726867676,514.3213391304016,185.7328087091446,-0.053270513386816765,274.6221400210158,163.5890755182265,-0.016315833603608415,240.719859947848,2.1173471848352663
0.8083086013793945,514.3228888511658,185.72829365730286,-0.053241451354057556,274.6221400210158,163.5890755182265,-0.016315833603608415,240.7209878044377,2.1156820530140927
0.9000027179718018,514.3317699432373,185.73151230812073,-0.05330608553553651,281.31182459048034,173.707397070239,-0.030744425262825063,233.32996866981253,1.2926879124343438
0.950002908706665,514.3283724784851,185.72838306427002,-0.05326354770667319,299.7467598575124,176.94732229144773,-0.029528942147551963,214.7612057689032,1.3598927269453875
1.0000250339508057,514.326286315918,185.73297262191772,-0.05326821840520246,284.01793428267854,154.9057410370112,-0.014480886781580075,232.3623360690282,2.2223504006078736
1.0500047206878662,514.3284916877747,185.73999106884003,-0.05326441686068706,276.920168715841,148.70243302625437,-0.020241253349760548,240.28002938676337,1.8920878953465108
1.1000745296478271,514.3272995948792,185.74002087116241,-0.05320448727763427,270.1638919645976,152.75663582445011,-0.014096647459673015,246.38115454468246,2.24071416744285
1.1499879360198975,514.3280744552612,185.7342094182968,-0.05319831610862247,274.1982534220612,149.51114636169038,-0.018457680354189532,242.84653846954367,1.990491806330294
1.1999926567077637,514.3248558044434,185.73514819145203,-0.053251217963335984,275.7820247205264,163.63198322024974,-0.03626320748153004,239.5646721936987,0.9733413029314849
1.2500998973846436,514.3202066421509,185.74066162109375,-0.05327322572946547,285.8230175219766,172.79974423139285,-0.026579509533273166,228.86334957504172,1.5294372775618286
1.2999706268310547,514.3218755722046,185.73432862758636,-0.053262641637634944,290.5078915323853,179.29103961281578,-0.01627667009212174,223.90671143381195,2.1191400707488612
1.3500275611877441,514.3212199211121,185.73945462703705,-0.053276693504173966,297.98214731450764,171.88496793892068,-0.039873196241279114,216.7822435940657,0.7679638238790258
1.3999719619750977,514.3261671066284,185.73286831378937,-0.05327174546959035,314.9599186296025,155.19121761873396,-0.007007319914876971,201.69207584578533,2.650756325882269
1.4499802589416504,514.3302202224731,185.73793470859528,-0.053230407222963905,318.87458408968655,156.3073334064603,0.006200326019066132,197.65896384701986,3.4051301881361655
1.4999728202819824,514.3252730369568,185.73483526706696,-0.053248013256989246,302.2163798871967,146.16993629783045,-0.021579771868754323,215.7673835028414,1.814456576147376
1.5500314235687256,514.3278360366821,185.73754727840424,-0.05324181228909275,290.1051695633092,155.38366786404634,-0.02498746991122937,226.2678990840964,1.618854571169198
1.6000547409057617,514.3317699432373,185.73291301727295,-0.053268961334702825,289.9340363401926,166.75186744463667,0.0009731535507743821,225.19907401500012,3.1078442548015826
1.6499927043914795,514.3289685249329,185.73389649391174,-0.05329183417430117,295.70558506661564,167.75410241719894,-0.03173713682584212,219.36147517238166,1.2349931867485293
1.6999621391296387,514.321756362915,185.73727905750275,-0.053219053293710905,285.11408468759583,174.42583087267062,-0.026312485661480305,229.48661314956712,1.541632766510122
1.7499949932098389,514.3263459205627,185.7344925403595,-0.05326240186553455,293.96264751308263,166.4244381149697,-0.028858976341693772,221.20813225949533,1.3982132881779066
