Run,Mean Position Error,Mean Angle Error
1,69.5491,3.7145
2,70.8698,3.7019
3,69.0324,3.7117
4,69.5430,3.7136
5,67.0408,3.7347
6,70.4540,3.7603
7,66.1825,3.6930
8,70.0942,3.7610
9,69.3393,3.6391
10,68.0303,3.7663

Average,69.0135,3.7196
