Run,Mean Position Error,Mean Angle Error
1,84.4584,3.6279
2,83.2372,3.8203
3,83.7961,3.7067
4,84.2259,3.7018
5,84.5994,3.7993
6,86.0243,3.7637
7,82.8821,3.6912
8,85.0124,3.6838
9,84.5018,3.8117
10,81.5444,3.7736

Average,84.0282,3.7380
