Run,Mean Position Error,Mean Angle Error
1,194.7180,13.6691
2,164.6344,9.8022
3,196.9370,15.1259
4,174.0748,10.7438
5,135.7353,3.6740
6,135.1165,3.7382
7,206.0372,15.3631
8,138.4171,3.7598
9,191.1726,13.4358
10,183.6988,12.2648

Average,172.0542,10.1577
