Run,Mean Position Error,Mean Angle Error
1,592.4423,54.4204
2,592.4208,54.4114
3,592.4342,54.4089
4,592.4537,54.4072
5,592.4051,54.4102
6,592.4249,54.4079
7,592.4500,54.4025
8,592.4154,54.4077
9,592.4281,54.4058
10,592.4238,54.4109

Average,592.4298,54.4093
