Run,Mean Position Error,Mean Angle Error
1,75.7529,3.6222
2,76.6994,3.5571
3,76.2750,3.5772
4,72.9530,3.6790
5,76.4274,3.5807
6,72.0612,3.5715
7,74.1289,3.5410
8,77.9168,3.5585
9,77.1379,3.5460
10,74.5275,3.5272

Average,75.3880,3.5761
