Run,Mean Position Error,Mean Angle Error
1,2648.9289,70.8158
2,2890.1786,56.8486
3,2883.4920,58.2528
4,2924.4411,52.6549
5,2927.5427,51.2638
6,1853.2310,41.8993
7,2938.1320,60.6931
8,2863.2438,60.7969
9,2913.0382,64.5224
10,2870.2348,59.2307

Average,2771.2463,57.6978
