Run,Mean Position Error,Mean Angle Error
1,95.9388,4.0009
2,99.3468,4.1827
3,96.9572,4.0531
4,98.7441,4.1072
5,98.2901,4.1938
6,98.6018,4.0846
7,98.6195,4.1590
8,95.5519,4.1806
9,97.5621,4.1820
10,98.0692,4.2146

Average,97.7682,4.1359
