Run,Mean Position Error,Mean Angle Error
1,451.1834,10.9969
2,623.4546,6.2078
3,623.4559,6.2141
4,451.1886,10.9944
5,623.4415,6.2105
6,451.1768,10.9954
7,451.1757,10.9943
8,451.1754,10.9951
9,623.4735,6.2117
10,623.4530,6.2096

Average,537.3178,8.6030
