Run,Mean Position Error,Mean Angle Error
1,4987.5968,23.3466
2,4987.6172,23.3430
3,4987.5990,23.3483
4,4987.5791,23.3452
5,4987.5765,23.3441
6,4987.5981,23.3441
7,4987.5927,23.3511
8,4987.5890,23.3470
9,4987.5961,23.3430
10,4987.6062,23.3468

Average,4987.5951,23.3459
