Run,Mean Position Error,Mean Angle Error
1,83.3224,4.1012
2,85.5089,4.2648
3,85.0657,4.1173
4,84.2604,4.1351
5,83.4509,3.9920
6,84.6186,4.0842
7,84.7111,4.0738
8,84.1364,4.0768
9,85.1315,3.9424
10,82.8724,4.0507

Average,84.3078,4.0838
