Run,Mean Position Error,Mean Angle Error
1,98.1023,3.9267
2,96.3460,3.9832
3,97.4781,3.9500
4,97.4667,4.2286
5,98.4975,3.9601
6,97.4031,3.9491
7,99.1148,3.8976
8,95.6714,3.9410
9,97.8059,3.9356
10,96.6557,3.9920

Average,97.4542,3.9764
