Run,Mean Position Error,Mean Angle Error
1,64.6805,5.4319
2,86.3135,4.8513
3,86.3072,4.8558
4,86.3042,4.8521
5,86.3233,4.8571
6,86.2993,4.8543
7,64.6729,5.4325
8,86.3036,4.8531
9,86.3166,4.8582
10,86.2924,4.8557

Average,81.9813,4.9702
