Run,Mean Position Error,Mean Angle Error
1,97.4420,4.0428
2,99.5656,4.0595
3,101.9807,4.0149
4,99.3983,3.9924
5,97.1246,3.9030
6,100.2578,4.1778
7,98.4282,4.1053
8,99.3082,4.1774
9,98.6853,3.8005
10,99.3536,4.0533

Average,99.1544,4.0327
