Run,Mean Position Error,Mean Angle Error
1,767.5528,9.2993
2,809.5439,10.5223
3,792.2260,10.2492
4,770.1582,10.1739
5,805.9865,9.4123
6,833.2481,10.3514
7,832.3502,10.9827
8,839.4380,11.5582
9,782.2188,11.3297
10,837.2447,10.9418

Average,806.9967,10.4821
