Run,Mean Position Error,Mean Angle Error
1,76.5374,3.5187
2,75.3214,3.6068
3,73.5612,3.5722
4,77.1747,3.5225
5,75.1483,3.5269
6,75.9448,3.4602
7,74.7805,3.5404
8,75.7254,3.4572
9,74.3428,3.5250
10,74.6948,3.6418

Average,75.3231,3.5372
