Run,Mean Position Error,Mean Angle Error
1,98.2512,3.8204
2,93.6574,3.9582
3,97.5929,3.8573
4,101.4044,4.0243
5,99.2191,4.0536
6,99.4869,4.1953
7,99.4153,3.7654
8,95.7613,3.7910
9,101.2343,4.0631
10,100.6802,4.0113

Average,98.6703,3.9540
