Run,Mean Position Error,Mean Angle Error
1,85.1126,3.7764
2,89.2076,3.7330
3,87.7036,3.7888
4,1161.6146,156.1629
5,84.2628,4.0272
6,86.2820,3.7449
7,1168.7967,162.3619
8,84.0913,3.8549
9,86.2138,3.6835
10,84.0232,3.7406

Average,301.7308,34.8874
