Run,Mean Position Error,Mean Angle Error
1,98.6313,4.1979
2,95.0314,4.0653
3,98.9694,3.9643
4,94.6002,4.0672
5,98.3961,4.0890
6,98.7905,4.0392
7,95.7697,4.1506
8,98.9103,4.0521
9,96.1411,4.0532
10,99.4784,4.1541

Average,97.4718,4.0833
