Run,Mean Position Error,Mean Angle Error
1,86.4495,3.8306
2,86.1111,3.8031
3,88.2580,3.8032
4,83.7178,3.6726
5,86.6691,3.8092
6,85.0586,3.8851
7,84.0819,3.9093
8,82.9754,3.7998
9,82.6801,3.7978
10,88.6114,3.8741

Average,85.4613,3.8185
