Run,Mean Position Error,Mean Angle Error
1,72.2421,3.2552
2,74.5948,3.2407
3,76.8766,3.2009
4,75.4025,3.5585
5,75.6986,3.3817
6,75.7649,3.3721
7,71.9714,3.2617
8,78.7408,3.1940
9,76.0053,3.3560
10,75.8883,3.3787

Average,75.3185,3.3200
