Run,Mean Position Error,Mean Angle Error
1,1071.8363,96.0932
2,1071.8376,96.0982
3,1071.8952,96.0890
4,1071.8064,96.0880
5,1071.8129,96.0873
6,1071.8480,96.0819
7,1071.9446,96.0899
8,1071.8035,96.0827
9,1071.8683,96.0906
10,1071.8237,96.0917

Average,1071.8476,96.0892
