Run,Mean Position Error,Mean Angle Error
1,182.2836,5.2932
2,250.6214,8.2460
3,182.2735,5.2959
4,182.2712,5.2983
5,182.2829,5.2961
6,182.2779,5.2939
7,182.2998,5.2925
8,250.6252,8.2449
9,182.2821,5.2970
10,250.6177,8.2434

Average,202.7835,6.1801
