Run,Mean Position Error,Mean Angle Error
1,83.1885,4.0601
2,84.0876,4.0826
3,86.1037,4.2355
4,84.9209,4.1381
5,84.7470,4.1140
6,86.0911,4.0335
7,84.6283,4.1480
8,85.8352,4.0615
9,85.4465,4.1582
10,85.5836,4.1410

Average,85.0632,4.1173
