Algorithm,square1,eight1,square12,eight12,square1_pose_0,square1_pose_1,square1_pose_2,square1_pose_3,square1_pose_4,eight1_pose_0,eight1_pose_1,eight1_pose_2,eight1_pose_3,eight1_pose_4
mrpt,"74.5174, 3.5522","74.1002, 3.3465","635.0735, 43.0257","77.1690, 3.4564","73.5395, 3.5685","353.9842, 16.9683","1667.3541, 69.3313","4721.1658, 62.5582","4645.7426, 62.0426","73.7964, 3.4187","272.7133, 6.6748","818.6074, 10.1334","4272.2130, 66.1969","4749.7649, 65.9626"
