Run,Mean Position Error,Mean Angle Error
1,220.5282,24.2022
2,220.5743,24.2048
3,220.5319,24.1996
4,220.5425,24.2021
5,220.5502,24.2042
6,220.5762,24.2156
7,220.5799,24.2086
8,220.5750,24.2077
9,220.5712,24.2105
10,220.5827,24.2085

Average,220.5612,24.2064
