Algorithm,square1,eight1,square12,eight12,square1_pose_0,square1_pose_1,eight1_pose_0,eight1_pose_1
mrpt,"72.6908, 3.7180","71.9772, 3.4884","251.0891, 16.6709","73.3835, 3.5828","72.5093, 3.6908","72.7802, 3.6961","71.7970, 3.5498","72.6079, 3.5577"
