Run,Mean Position Error,Mean Angle Error
1,3019.0933,1.8721
2,3019.0764,1.8730
3,3019.0905,1.8728
4,3019.0899,1.8692
5,3019.0910,1.8730
6,3019.0830,1.8725
7,3019.0689,1.8746
8,3019.0905,1.8704
9,3019.0893,1.8754
10,3019.0708,1.8732

Average,3019.0843,1.8726
