Run,Mean Position Error,Mean Angle Error
1,70.3651,3.6459
2,72.5834,3.4382
3,70.3326,3.4652
4,75.0603,3.3489
5,71.9442,3.5631
6,77.7055,3.5608
7,73.4954,3.3750
8,71.8189,3.3659
9,69.2667,3.5251
10,67.1996,3.5962

Average,71.9772,3.4884
