Run,Mean Position Error,Mean Angle Error
1,2969.6958,5.5566
2,2969.7171,5.5552
3,2969.6935,5.5594
4,2969.7000,5.5526
5,2969.7088,5.5561
6,2969.7012,5.5570
7,2969.6886,5.5549
8,2969.7021,5.5521
9,2969.6924,5.5522
10,2969.7083,5.5523

Average,2969.7008,5.5548
