Run,Mean Position Error,Mean Angle Error
1,4300.5092,65.2765
2,4326.2607,65.0944
3,4312.4643,65.5033
4,4866.0066,55.4533
5,4874.6793,69.2559
6,4651.4311,61.0631
7,4863.7967,64.6982
8,5212.4329,53.1077
9,4183.7823,62.9815
10,4866.0628,57.9921

Average,4645.7426,62.0426
