Run,Mean Position Error,Mean Angle Error
1,70.7541,3.5103
2,76.3165,3.4469
3,72.5225,3.3364
4,70.7260,3.5049
5,74.0457,3.2957
6,73.2276,3.4861
7,75.3422,3.4587
8,75.4040,3.3568
9,72.1090,3.5008
10,72.1774,3.4418

Average,73.2625,3.4338
