Run,Mean Position Error,Mean Angle Error
1,96.5452,4.0529
2,97.1847,4.1108
3,95.1272,4.2071
4,97.7760,4.5325
5,96.2492,4.1793
6,95.6634,4.0136
7,96.8456,4.1373
8,96.5515,4.1775
9,97.6597,4.2910
10,97.0270,4.1256

Average,96.6630,4.1828
