Run,Mean Position Error,Mean Angle Error
1,98.6496,4.0753
2,97.5579,4.2477
3,98.5744,4.1741
4,97.6253,4.2783
5,98.5857,4.2195
6,95.3832,4.1457
7,99.1894,4.0327
8,99.8037,4.1309
9,143.1595,4.6837
10,97.0094,4.0959

Average,102.5538,4.2084
