x_true_pose[mm],y_true_pose[mm],theta_true[rad],x_pose[mm],y_pose[mm],theta[rad],p_err[mm],a_err[mm]
-0.0059604644775390625,-0.006288290023803711,1.3708305161452827e-05,-110.74204736055579,87.41148972578301,-0.003624613609932616,141.08277305991922,0.2084604902448452
-0.009894371032714844,-0.0036954879760742188,1.8115261047224607e-05,-117.37344502565261,96.36001303831037,-0.0016986031350340882,151.85574517679146,0.09836071870792723
-0.003337860107421875,-0.0024437904357910156,4.1825055328681415e-05,-128.58589719807173,93.437404686898,0.003521658518687868,158.94804135115416,0.19937977085887357
-0.011205673217773438,0.0004470348358154297,-1.2255257043625178e-05,-116.60537766421871,75.11993975123403,-0.007734031913944912,138.6980141466925,0.44242521278308206
-0.0029802322387695312,-0.0018477439880371094,3.9851015799063916e-05,-111.7185708858133,52.50157172969586,0.00730057087472524,123.43817177642676,0.41600860414329244
-0.015497207641601562,-0.008821487426757812,-2.3962379820607893e-05,-100.90247370313494,15.706735413711277,0.005632047170651294,102.10367650146166,0.32406547612772596
-0.003337860107421875,-0.0046193599700927734,-3.3207342371666115e-05,-112.8962026979916,24.386014662782742,0.006383887149086819,115.4976275052291,0.3676724310972205
-0.011205673217773438,0.003993511199951172,4.411185948405283e-05,-112.61940145228316,53.01199834731532,0.004026047932054108,124.46065375580328,0.22814813124916286
0.0011920928955078125,0.007748603820800781,2.6961296694771875e-05,-119.0021560185294,61.151954276339126,-0.008142991781362971,133.79241663507017,0.4681038301926247
-0.012278556823730469,-0.0002682209014892578,5.950082707872895e-06,-137.8930057303546,74.08160867892332,-0.010598996188432965,156.52226490471713,0.60761866329937
-0.0025033950805664062,0.007092952728271484,3.691146361406439e-05,-155.60993899930503,98.75518578488263,-0.008508737515962253,184.29557741115397,0.48962961973000163
-0.26547908782958984,0.023156404495239258,-0.000287585611249197,-154.86725312003338,123.18999800247418,-0.014669343976392982,197.66582760590217,0.8240140562997056
11.872291564941406,-0.11831521987915039,6.317810308908989e-05,-148.9902042558106,122.71236465225859,-0.012431250279623154,202.39594481988277,0.7158780137578785
36.02337837219238,-0.4737973213195801,0.000349478255543767,-110.77401210162748,89.82055923914362,-0.013604332253730951,172.34426209361078,0.7994944503067353
50.556063652038574,0.050902366638183594,0.0005373140450128933,-115.76177192625912,88.51483134255865,-0.023537583517918913,188.3812335698712,1.3793900225657838
61.391592025756836,-0.5234181880950928,0.0012305100030534089,-127.27776887584113,95.00393702084615,-0.022868480226695544,211.47482908429706,1.380770430691621
72.94011116027832,-0.5674958229064941,0.0035549023318073303,-131.03568240540946,86.21096685414535,-0.028908592073723326,221.6678279438506,1.8600212176834663
93.22762489318848,-0.637054443359375,0.004399105759279598,-118.48929293494503,86.28074093909478,-0.03663586653565519,228.8640566991479,2.3511307249360254
109.50756072998047,-1.4011561870574951,0.00595343892854916,-101.91344361622075,75.5935126848388,-0.027880538066220133,225.00448909621645,1.9385440859430012
124.79734420776367,-1.5031397342681885,0.007008395922774691,-89.5238483825864,59.88713564650101,-0.021892543073061144,222.94021509067537,1.6559018284264528
140.6012773513794,-1.1313855648040771,0.006360844427020229,-119.20868360920197,93.38886961928189,-0.033694412431929936,276.4693372770361,2.294997165330287
156.33726119995117,-1.0755658149719238,0.006508653951325938,-136.86169780515965,110.07427258966403,-0.0545274659602981,313.5600678323969,3.497112068790465
170.82154750823975,0.5300939083099365,0.00588928504535402,-160.31397165017626,137.26485380742693,-0.05528899179385823,358.2556721295322,3.505257060769816
187.5554323196411,0.6476640701293945,0.0057715821203225826,-189.54940199741253,175.72258566755565,-0.07295348811531487,415.76349555683385,4.510614266373003
205.17313480377197,0.5266964435577393,0.006909787030493719,-207.03728270729718,180.13215727322952,-0.0738085917817527,449.6393553332368,4.624822435079928
221.1143970489502,0.6065070629119873,0.007533125044148159,-225.92738467289112,202.94799116072704,-0.08270003326474809,490.7019775708518,5.1699791432355715
236.8786334991455,0.7371008396148682,0.007796535878064725,-268.42000743548056,240.94526801819293,-0.09455883452787263,559.4878730675688,5.864530734758458
253.36706638336182,0.5457103252410889,0.008297986421535342,-303.53155098589406,274.8759598125063,-0.11320197197115946,620.8004154408517,6.961434826916517
269.4767713546753,0.6123185157775879,0.008021666172794317,-390.9040646336824,376.46804770066694,-0.12209029888876648,759.8489176815264,7.454866462181059
286.00621223449707,0.5569159984588623,0.009479344660373812,-496.26438946098773,481.7143465779406,-0.17908879773548433,918.4006572726659,10.8041587099046
302.4938106536865,0.39955973625183105,0.009627027692683532,-588.9992382177569,593.4588027659144,-0.22860227284255605,1070.7376531760794,13.649533477022914
318.1816339492798,1.0485053062438965,0.008583088500067726,-711.8545335388906,741.4960057583351,-0.29234182816477905,1268.5570571556755,17.241727675221732
334.98620986938477,0.5733668804168701,0.010535552330574127,-781.6752372393219,818.2805343349074,-0.34530713614584413,1384.0440018891586,20.3882842202873
352.1512746810913,0.806957483291626,0.011510616353478165,-889.281358453836,931.453599554876,-0.4193829493269112,1551.5341295026142,24.688382732829446
370.1094388961792,1.226186752319336,0.011406327775991931,-1004.0541541206597,1052.0904227530064,-0.6349716662560998,1729.925207307604,37.03473102817117
379.39441204071045,1.0422468185424805,0.012264638826555263,-1099.8563266974118,1162.8182093953274,-0.8638755523160346,1880.932251645044,50.199135214255634
397.67956733703613,1.3210773468017578,0.01226316937730898,-1337.4624487593026,1465.6241419875505,-1.9351140176049142,2270.440768031431,111.57649393413995
414.14737701416016,1.264631748199463,0.012323613434990222,-1447.0123357548678,1625.64796151046,-2.2765743317821587,2470.3312892088015,131.14419199710895
429.98695373535156,1.2680590152740479,0.0117999618457032,-1700.8231975510705,1918.762072911043,-2.5881590620421475,2866.5545859361155,148.96667897572704
446.7177391052246,1.3202428817749023,0.012325098809080393,-1947.3475402715949,2194.5363838128364,-2.6444928307128905,3246.8054457817684,152.22445429629474
463.11283111572266,1.2376606464385986,0.013287455671004311,-2105.400719759253,2330.1750300457293,-2.616427906596748,3467.161826568363,150.67159157865856
479.36761379241943,-0.767141580581665,0.015293575199472942,-2264.273853914916,2476.9766626896044,-2.676658137110749,3696.861217698408,154.2374717683909
496.96505069732666,-0.6851553916931152,0.014902614486097088,-2351.517727354803,2531.362899894364,-2.670869135702551,3811.1837388320027,153.883386021274
514.2233371734619,-0.7728636264801025,0.016310639655735093,-2379.54228426203,2543.6318947677287,-2.7000422229309913,3853.2940513722842,155.63555469449906
531.348705291748,-0.457078218460083,0.016422248702150366,-2390.0209688118625,2530.458164320318,-2.697591775801843,3865.2209170611914,155.501549143394
546.8759536743164,-0.7791519165039062,0.01728499026647512,-2413.4623427429638,2509.965817380815,-2.70676825886029,3881.680451825802,156.07675434386263
563.6439323425293,-0.5138814449310303,0.01781890156496191,-2432.93818905199,2506.3404888187415,-2.7018203784360786,3906.894322089011,155.82385254205758
581.3958644866943,0.009775161743164062,0.01750921768771896,-2431.9263643431486,2510.31230335961,-2.7014533185067844,3921.954823533368,155.78507797813137
596.9887971878052,-0.25457143783569336,0.017672503532144113,-2450.400692655594,2516.9030670891802,-2.7433807094637386,3952.5517428621874,158.1966961156996
615.3624057769775,0.12570619583129883,0.018263355378084656,-2470.9712802881913,2501.2418918444155,-2.7594669028153445,3972.5354367020987,159.15222042026795
630.9412717819214,0.25215744972229004,0.018130585671051636,-2486.1042760423998,2488.5497464593395,-2.7633776125204403,3988.4330054148454,159.36868043741063
648.6676931381226,0.2689063549041748,0.018085273734568474,-2494.511985666591,2480.920052984796,-2.7557666498368554,4004.1489238697277,158.93000821488758
666.5316820144653,0.3750324249267578,0.019053774985427596,-2508.2769223934743,2492.7600249559177,-2.7651482746316653,4036.2597321798307,159.52302675473285
681.8867921829224,0.4374682903289795,0.01875196444630345,-2536.481286721655,2497.6003752399556,-2.778929474062818,4073.538471054011,160.2953388486616
699.1022825241089,0.7365643978118896,0.018615482651516357,-2557.6999393325627,2475.6469767914255,-2.7732181274364205,4090.4696871710075,159.9602829608111
717.2955274581909,1.0783970355987549,0.018416724811875396,-2567.227838286961,2461.2374437971157,-2.7518085904496568,4103.714935943821,158.7222188647837
734.1375350952148,1.1074841022491455,0.019429009771420702,-2598.165750902006,2452.7930311517634,-2.763346503205762,4137.0287902647415,159.4412922259452
751.8501281738281,1.6475021839141846,0.019111998671412556,-2607.6395165731797,2459.1301507273765,-2.759460042269315,4162.378123267343,159.20045101895508
768.8874006271362,1.268237829208374,0.021262599436194796,-2625.463703931603,2464.028052493317,-2.7685456592882254,4193.662519295458,159.84423887565052
784.940242767334,2.9680728912353516,0.01602674996197595,-2680.8682143226174,2454.212398860084,-2.757918431924311,4245.047350363799,158.93535152273373
803.2563924789429,3.6439895629882812,0.017316719317574503,-2705.6475542168373,2441.303284636907,-2.7499092060084696,4272.53902802508,158.55036648036622
821.3047981262207,4.649907350540161,0.01573770710004796,-2733.1246718157063,2427.2418310683274,-2.752369223684923,4301.50211968497,158.60084437489073
838.8329744338989,4.522562026977539,0.016942378876473096,-2759.848829662631,2428.4978096496075,-2.7584251204126886,4338.913081432105,159.01684430704648
848.6214876174927,3.6149322986602783,0.024075945616513605,-2756.5125032013484,2417.7602496803747,-2.7520429853178303,4338.7888523404135,159.059898168908
851.2527942657471,4.047751426696777,0.08220676486556777,-2758.899172952975,2411.494323471855,-2.740006067075451,4339.239129578501,161.70088415788427
857.6292991638184,4.165828227996826,0.1525603740469128,-2765.200272518591,2401.354467598752,-2.69030289112288,4344.1233267697135,162.88406682700972
862.2276782989502,4.677891731262207,0.20100326006705194,-2773.0590129173993,2409.470970371737,-2.6189260865184023,4358.708418604283,161.57005008443048
865.8379316329956,5.457133054733276,0.2605658194485936,-2776.8800578952814,2405.901069168603,-2.575526671102537,4362.513660913714,162.4961300173261
870.8531856536865,6.252586841583252,0.3253983196508323,-2779.7380715795803,2420.7725981151784,-2.523383769126116,4376.8394318536075,163.22319043938214
874.0254640579224,7.824122905731201,0.3833775029901916,-2791.8436940737397,2418.481580431261,-2.497227118761314,4387.466930025159,165.04648727224017
878.4772157669067,9.260803461074829,0.4432278247083439,-2819.7762785275736,2434.418755805937,-2.4223556274466116,4422.495901850318,164.1858376510076
882.555365562439,10.297566652297974,0.49589645531211235,-2821.916819295493,2443.9603306298177,-2.3688654110792386,4432.361516974534,164.13876425424505
885.9043121337891,12.861967086791992,0.5542100246781778,-2821.5368520626594,2460.138515583476,-2.281702798619843,4442.328498749294,162.48583584200617
890.286922454834,14.685600996017456,0.6175430493002281,-2799.886844635852,2446.6720432085026,-2.232468770545822,4419.495501347366,163.29364883957777
892.6849365234375,17.661869525909424,0.6800400832368159,-2798.873376309896,2442.959301382037,-2.208120200414371,4416.975255762342,165.47939481051972
897.1126079559326,20.05082368850708,0.7449765323742208,-2810.117037080354,2458.1502275463004,-2.198338399175186,4437.102697045404,168.6395233556178
900.6552696228027,22.78923988342285,0.798707916349217,-2822.0099517370886,2472.5085020614315,-2.134622770620774,4456.38427582367,168.0674682795909
904.9258232116699,25.96697211265564,0.8540791794728249,-2820.3119075154755,2510.5360363434897,-2.070858865546348,4477.776187502677,167.58660531684455
907.512903213501,29.251784086227417,0.91893035297541,-2824.712535025138,2541.2697947320603,-2.012394056602266,4498.85998978015,167.95251705247873
910.36057472229,32.45553374290466,0.9800905408948062,-2837.5103458564718,2555.716507963462,-1.9747593009317868,4518.117127891261,169.30042503156264
913.2063388824463,35.74305772781372,1.044022204855475,-2844.1213494018434,2547.1790843036856,-1.897254823352141,4519.382952653046,168.5227600950776
915.2007102966309,40.00052809715271,1.1125125097050816,-2853.6105636190687,2553.266456268511,-1.8567328661827043,4529.949673462291,170.1252283771058
917.5512790679932,43.360352516174316,1.1712560739675155,-2841.818761177415,2560.416778736026,-1.8057746084421582,4524.205582449743,170.57129358302566
919.640064239502,47.5732684135437,1.2343283958081324,-2820.2488885629073,2574.365085202052,-1.7338522884792151,4513.473857759993,170.06422604191766
920.8447933197021,54.24359440803528,1.2641910204950493,-2811.1090093744756,2576.640066319563,-1.659692568728234,4504.438161075725,167.52618945005702
930.2966594696045,80.3033709526062,1.2777321724978024,-2823.0423517907734,2573.002400880534,-1.6312790967017337,4505.674443105345,166.67406828112837
935.3961944580078,97.09951281547546,1.2820286275755282,-2826.360785685874,2561.3579209234663,-1.6326097690035377,4497.041814303281,166.99647893075795
940.5570030212402,113.019198179245,1.2893827646408085,-2813.9758770909293,2547.770875670868,-1.617397106652403,4474.877973631421,166.54621859868166
945.0409412384033,128.41489911079407,1.2977710751016074,-2816.780313645184,2580.442064767618,-1.6277856383339484,4490.4049232572515,167.62205240602137
949.1534233093262,145.51439881324768,1.3007770381430268,-2798.0418686344274,2577.9394449887095,-1.6340884794935884,4467.4561174372075,168.15540759905574
950.9129524230957,163.33317756652832,1.3055156110981956,-2745.088635510146,2568.295152193107,-1.6337348980396165,4409.565719819222,168.40664910527505
958.5373401641846,178.9325773715973,1.3277934751248808,-2728.217436101327,2574.5751552357965,-1.6522672919022707,4396.733348884418,170.74490464317466
962.6624584197998,196.74068689346313,1.3342643001021195,-2728.387370612219,2576.300796161567,-1.6367477461170572,4391.600523045934,170.22645113088552
966.5865898132324,213.49436044692993,1.3383560018513296,-2739.5345416121977,2590.4409468942354,-1.6343496141461535,4402.863717584455,170.32348553149336
973.8197326660156,229.5002043247223,1.3508620142450114,-2743.3939422725603,2591.9353990344157,-1.6386856775784993,4404.404335929364,171.28846539456404
976.2086868286133,246.99251353740692,1.3581103122520146,-2731.4550064143405,2590.1876316113116,-1.6323457004209563,4386.038465809136,171.34050834568188
979.9726009368896,264.33898508548737,1.3622925522264093,-2714.6055820302136,2576.445474844223,-1.6028135378686457,4358.4107619682845,169.88806477098387
984.4298362731934,281.4170569181442,1.3675507110097687,-2696.385328168321,2572.1151861620783,-1.627597257952453,4335.400580581253,171.6093376387158
988.2543087005615,298.2790768146515,1.3751288034858578,-2690.7179241024523,2557.9901808462146,-1.6136069864844444,4317.537604169666,171.24194684499636
991.6720390319824,315.23920595645905,1.3829154907357222,-2704.5355645885957,2545.2756506301207,-1.6067441186365548,4316.829066992961,171.29487779776179
995.4421520233154,332.2875201702118,1.3890477332184406,-2707.6120815272707,2521.076992737415,-1.5818868758950453,4301.559021080373,170.22201431155167
999.0344047546387,349.78068619966507,1.3961498872051645,-2707.6120815272707,2521.076992737415,-1.5818868758950453,4295.783493735514,170.62893776044302
1002.058744430542,367.8137734532356,1.4014714222870583,-2720.026769052874,2501.524664415918,-1.589088194985342,4290.296345929482,171.34644445196733
1005.387544631958,385.6210634112358,1.406163920879535,-2712.0144395384946,2496.757058541026,-1.5913090072844849,4275.040666689273,171.7425479885189
1008.0316066741943,400.29485151171684,1.4112798072020405,-2701.926149913344,2489.6773010411553,-1.5980549778308313,4257.852225719638,172.4221823242924
1010.7591152191162,418.6122938990593,1.4241497198927042,-2691.4008093892694,2474.0157960326646,-1.581568388045474,4234.46238192754,172.21496199090484
1013.9474868774414,437.0373971760273,1.4269973421738948,-2671.8062539217217,2469.307131662947,-1.5962502870529245,4208.907329881065,173.2193295776287
1016.6900157928467,455.06760012358427,1.4326773027458282,-2656.289017569924,2459.2915222023003,-1.5810010260059786,4184.218984393038,172.67104904751795
1019.3371772766113,473.3871128410101,1.437395493926424,-2657.4705081611496,2449.6714992471616,-1.5830656117698034,4174.280145324093,173.05967353981188
1020.9884643554688,489.5488955080509,1.4408262014685087,-2664.93864203635,2442.6543622722334,-1.574807346326275,4171.4121826952205,172.78307484670415
1026.1445045471191,509.2019960284233,1.4577446827878358,-2653.239571195316,2435.1257027022266,-1.5860030105812404,4152.956693821304,174.39389673272748
1029.4334888458252,525.3331884741783,1.4603309903949395,-2638.376072815547,2432.367916904333,-1.5782835789527037,4133.957962540652,174.09979039058217
1030.6150913238525,545.5363094806671,1.4669863818028068,-2642.3434050899664,2405.3484850264804,-1.5625580847127374,4116.980136542671,173.58011177855323
1033.1473350524902,562.0350018143654,1.470910173228943,-2647.930188403919,2400.1921008798654,-1.56125983266773,4114.505225970781,173.7305441040373
1035.247564315796,581.8269103765488,1.4738826111396583,-2646.7706230933154,2384.7012913157087,-1.5669117779825001,4099.709009900365,174.22468486376104
1036.045789718628,598.082110285759,1.4762920303967146,-2639.2986643042577,2375.706585649094,-1.5637540673648582,4082.6591372691837,174.18181092695337
1038.0158424377441,617.1423643827438,1.4809952052645083,-2631.0404965895295,2389.461411002456,-1.561811047861464,4074.6888497119903,174.33995618013387
1038.7885570526123,633.6266994476318,1.4828453065196616,-2636.135312205953,2392.8888293224377,-1.568432499619527,4074.3181866979885,174.8253404137125
1040.719747543335,652.0178914070129,1.4866176128165864,-2632.1216039688065,2389.6147759130145,-1.566898053426764,4063.1276778391416,174.95356035282165
1042.1056747436523,670.8142757415771,1.4897274522445871,-2596.049151718587,2405.148170607004,-1.5768779189265953,4030.3950923190605,175.70354520025805
1043.623685836792,688.8591051101685,1.4932235607714894,-2586.3233908329034,2413.845422469702,-1.6005608159692046,4018.966729708082,177.26078751075363
1045.1650619506836,709.9915742874146,1.5024361892224662,-2585.424903618248,2425.944230594322,-1.605857541811014,4015.678898614349,178.0921122751903
1046.8149185180664,730.0866842269897,1.5051012234697356,-2576.520708643915,2427.4293680813116,-1.6015419716343389,4001.191479234042,177.99754353250063
1048.0670928955078,747.7108240127563,1.5105687467761186,-2575.726972011677,2427.2974061492714,-1.6043833550618098,3994.1074737354725,178.4736088207183
1049.208402633667,766.2598788738251,1.5140853540037786,-2578.400741744752,2428.513877930456,-1.5988511771775689,3990.3178396911803,178.3581251287858
1050.1222610473633,783.0905020236969,1.5156086381798752,-2579.3273949261593,2408.1523751959558,-1.5957695565679146,3976.648198783047,178.26883902808146
1051.2876510620117,802.6668131351471,1.5198559398942828,-2576.400678861007,2389.316553163794,-1.5998010833762712,3959.492393804114,178.7431809617484
1047.8947162628174,817.3749148845673,1.5219661270942038,-2585.6477896816145,2368.1736512030816,-1.594374023051636,3950.646512037244,178.55313813052192
1053.3597469329834,834.8150253295898,1.5347353389497715,-2588.2652239599,2371.757579219487,-1.5813723281002903,3952.673126200571,178.5398178303257
1051.0873794555664,853.5419404506683,1.539971543223819,-2588.944586837606,2349.5100395928976,-1.5480216247533691,3935.4482933062854,176.92897569032556
1051.5761375427246,873.4775483608246,1.5410580326528371,-2583.698144832116,2342.3833210261823,-1.561313013646196,3920.8294118802883,177.7527674365199
1053.2810688018799,891.788899898529,-4.737674583765536,-2574.298273639103,2329.4436795196343,-1.5782825459616643,3902.0742113742485,178.98017040660156
1053.3668994903564,909.8476469516754,-4.735389631391346,-2563.165282929813,2333.9121597254207,-1.5843152969649195,3886.806499302779,179.45673970537086
1054.0573596954346,927.8189241886139,-4.729710718552163,-2556.645909238947,2337.539908900016,-1.5764329698327704,3876.1438764613877,179.33049336586507
1055.3371906280518,945.5881118774414,-4.724403933592309,-2565.358807468269,2328.4923874283695,-1.5762616646176792,3875.8049158810545,179.62473468101493
1057.1191310882568,954.676628112793,-4.713390075950874,-2558.662919977542,2336.8875485922977,-1.5902304929259963,3870.967174945093,178.9438628531635
1056.0331344604492,958.502471446991,-4.64350446789103,-2546.076230921493,2341.802756939839,-1.5756795158682568,3858.5893225396367,175.77342203582919
1056.1339855194092,965.5919075012207,-4.573038570331244,-2546.106946870185,2329.359636398095,-1.5351050074008736,3851.7531272608308,174.06077159705112
1055.3178787231445,970.6478118896484,-4.518553248746214,-2534.5616641103857,2333.987937926575,-1.4948818083288562,3840.043154876916,173.24361217015695
1054.3293952941895,976.1356711387634,-4.447974278217907,-2527.2330680851614,2340.145046607465,-1.4350281850264135,3832.507176177819,172.62909504030256
1053.6894798278809,981.3839197158813,-4.389572911941552,-2519.1301687886335,2361.2824635310626,-1.3771893555059591,3830.0339727949527,172.59686405836848
1051.438570022583,985.8524799346924,-4.324906155398028,-2503.2333813635537,2405.9160319843954,-1.3282078020493548,3827.828780631566,171.69816812068245
1050.1692295074463,991.4565086364746,-4.256678177463122,-2480.256985964628,2428.0010534829685,-1.279646689789094,3811.504885503978,170.5713397212746
1047.8534698486328,996.7545866966248,-4.193923312476369,-2450.7334548111744,2452.8939120914506,-1.2441036864853996,3789.5187299130566,169.01221489414155
1045.5403327941895,1001.3848543167114,-4.122158489980431,-2442.14578704275,2459.007861528563,-1.1789142474569736,3780.0290080443256,168.635473172773
1043.2958602905273,1007.0674419403076,-4.0553138865068,-2417.193752624425,2469.2400645050034,-1.1244992161387297,3756.7189326951247,167.923311147116
1038.926124572754,1011.6296410560608,-3.9899061194050534,-2396.4968501302374,2506.9347537988288,-1.091020768630937,3746.741036595912,166.0938958916581
