x_true_pose[mm],y_true_pose[mm],theta_true[rad],x_pose[mm],y_pose[mm],theta[rad]
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
-0.003814697265625,0.003516674041748047,5.566638576826044e-05,0.0,0.0,0.0
0.010728836059570312,0.011742115020751953,-1.2173072171606236e-05,0.0,0.0,0.0
-0.0029802322387695312,0.009834766387939453,4.37845579919216e-05,0.0,0.0,0.0
-0.0008344650268554688,0.015020370483398438,4.411783667501723e-06,0.0,0.0,0.0
-0.010967254638671875,0.00286102294921875,-1.4683286207795021e-05,0.0,0.0,0.0
-0.0034570693969726562,0.003904104232788086,-9.683670330939975e-06,0.0,0.0,0.0
-0.001430511474609375,0.0028908252716064453,5.674718222326014e-05,0.0,0.0,0.0
-0.0029802322387695312,-0.00038743019104003906,4.219688873052796e-05,0.0,0.0,0.0
-0.0029802322387695312,-0.0012218952178955078,-2.7354038611981935e-05,0.0,0.0,0.0
-0.0036954879760742188,-0.006407499313354492,7.972504780240364e-05,0.0,0.0,0.0
-0.0057220458984375,-5.9604644775390625e-05,-1.5755641599835002e-05,0.0,0.0,0.0
0.0,-0.0014901161193847656,-1.8292311489753743e-05,0.0,0.0,0.0
-0.009179115295410156,0.008463859558105469,4.0388934231083695e-05,0.0,0.0,0.0
-0.007987022399902344,0.00622868537902832,4.180136546283464e-05,0.0,0.0,0.0
-0.000476837158203125,0.0008344650268554688,-2.4280877932714162e-06,-1343.7388158814942,1527.8670738668034,-2.162322294044399
-0.010728836059570312,-0.002652406692504883,3.4919356629137255e-05,-1347.0444556318598,1708.9073693926903,-2.2916770144353658
-0.008702278137207031,0.0002086162567138672,-3.240192525777452e-05,-1264.87407616906,1724.253801828779,-2.301646066922857
-0.014781951904296875,0.0020563602447509766,8.100121318288522e-05,-1155.2781873413487,1632.3989375894587,-2.1407835125162697
-0.012993812561035156,0.004410743713378906,3.321246994403282e-05,-1013.3660323182538,1436.6261862137837,-1.6585418433290522
-0.00011920928955078125,0.00032782554626464844,5.608346143826104e-05,-1040.0024526169266,1486.1462421751585,-1.8757011710106866
-0.0045299530029296875,-0.0011622905731201172,2.6403363558191728e-05,-1048.541059898136,1476.5987061989274,-1.751301582754408
-0.004649162292480469,-0.0018477439880371094,-3.0108710656895354e-05,-1025.2800898665957,1446.1309159529353,-1.6494846560665777
-0.010609626770019531,-0.005245208740234375,4.4310212284237593e-05,-972.9255882326848,1340.147000499547,-1.2805890048708486
-0.005602836608886719,-0.0034868717193603516,6.696298303809911e-05,-858.1159265750681,1163.4505016087892,-0.7657498840116511
-0.011086463928222656,-0.00762939453125,-1.2214633626772553e-05,-737.5641916858222,1007.7227795229898,-0.4780842413857232
-0.0015497207641601562,0.0015795230865478516,1.3741899964392346e-05,-658.1427795347441,897.8750675659442,-0.35824978400877333
-0.012755393981933594,0.004500150680541992,3.544370585184531e-05,-600.6832807155976,807.983853240794,-0.263273722846713
-0.0016689300537109375,0.0035762786865234375,1.0377090085889051e-05,-554.4562527045118,726.1765686814281,-0.21341817516912862
-0.012159347534179688,-5.9604644775390625e-05,-5.426836245714384e-06,-502.21227122007963,648.7334636963823,-0.17367658266999567
-0.0073909759521484375,0.001996755599975586,2.394753090251278e-05,-393.32368107574734,507.5523562158608,-0.10293860657883158
-0.005125999450683594,-0.0014007091522216797,4.914956679002991e-05,-428.77051997461416,537.3577913722088,-0.11897886744169756
-0.009298324584960938,0.0012218952178955078,4.526219107514606e-06,-428.3398600962694,522.0170262917532,-0.11730096051809807
-0.012874603271484375,-0.0011324882507324219,0.00010338827350619972,-429.5978152377384,519.9260205400215,-0.10788516766393648
-0.0035762786865234375,0.0011920928955078125,2.1129257301799598e-05,-404.5166332520075,488.6614838738961,-0.1104044371491713
-0.0171661376953125,-0.007659196853637695,1.9326667593855262e-05,-372.53275254880555,449.4255007072575,-0.10492450000024042
-0.004887580871582031,-0.0012516975402832031,4.1971171433452525e-05,-290.8842275575522,331.6572777774479,-0.06254772542259031
-0.007867813110351562,0.00095367431640625,-2.251166010314165e-05,-238.66078218815895,265.225665720535,-0.04527557577370708
-0.0011920928955078125,0.003069639205932617,3.82037583632755e-05,-207.67917012883473,204.264224441143,-0.03915778575622712
-0.016808509826660156,0.0006556510925292969,8.405263515998129e-05,-173.39203509029736,160.69364210894355,-0.01656544188015901
-0.010609626770019531,-0.00035762786865234375,-3.8022184955410765e-05,-147.67611945928306,125.65396259277539,0.0006545463444280021
-0.016570091247558594,-0.0022351741790771484,3.192256364692447e-05,-140.97902509550738,117.57224375658618,-0.013535492146331707
-0.0059604644775390625,-0.006288290023803711,1.3708305161452827e-05,-110.74204736055579,87.41148972578301,-0.003624613609932616
-0.009894371032714844,-0.0036954879760742188,1.8115261047224607e-05,-117.37344502565261,96.36001303831037,-0.0016986031350340882
-0.003337860107421875,-0.0024437904357910156,4.1825055328681415e-05,-128.58589719807173,93.437404686898,0.003521658518687868
-0.011205673217773438,0.0004470348358154297,-1.2255257043625178e-05,-116.60537766421871,75.11993975123403,-0.007734031913944912
-0.0029802322387695312,-0.0018477439880371094,3.9851015799063916e-05,-111.7185708858133,52.50157172969586,0.00730057087472524
-0.015497207641601562,-0.008821487426757812,-2.3962379820607893e-05,-100.90247370313494,15.706735413711277,0.005632047170651294
-0.003337860107421875,-0.0046193599700927734,-3.3207342371666115e-05,-112.8962026979916,24.386014662782742,0.006383887149086819
-0.011205673217773438,0.003993511199951172,4.411185948405283e-05,-112.61940145228316,53.01199834731532,0.004026047932054108
0.0011920928955078125,0.007748603820800781,2.6961296694771875e-05,-119.0021560185294,61.151954276339126,-0.008142991781362971
-0.012278556823730469,-0.0002682209014892578,5.950082707872895e-06,-137.8930057303546,74.08160867892332,-0.010598996188432965
-0.0025033950805664062,0.007092952728271484,3.691146361406439e-05,-155.60993899930503,98.75518578488263,-0.008508737515962253
-0.26547908782958984,0.023156404495239258,-0.000287585611249197,-154.86725312003338,123.18999800247418,-0.014669343976392982
11.872291564941406,-0.11831521987915039,6.317810308908989e-05,-148.9902042558106,122.71236465225859,-0.012431250279623154
36.02337837219238,-0.4737973213195801,0.000349478255543767,-110.77401210162748,89.82055923914362,-0.013604332253730951
50.556063652038574,0.050902366638183594,0.0005373140450128933,-115.76177192625912,88.51483134255865,-0.023537583517918913
61.391592025756836,-0.5234181880950928,0.0012305100030534089,-127.27776887584113,95.00393702084615,-0.022868480226695544
72.94011116027832,-0.5674958229064941,0.0035549023318073303,-131.03568240540946,86.21096685414535,-0.028908592073723326
93.22762489318848,-0.637054443359375,0.004399105759279598,-118.48929293494503,86.28074093909478,-0.03663586653565519
109.50756072998047,-1.4011561870574951,0.00595343892854916,-101.91344361622075,75.5935126848388,-0.027880538066220133
124.79734420776367,-1.5031397342681885,0.007008395922774691,-89.5238483825864,59.88713564650101,-0.021892543073061144
140.6012773513794,-1.1313855648040771,0.006360844427020229,-119.20868360920197,93.38886961928189,-0.033694412431929936
156.33726119995117,-1.0755658149719238,0.006508653951325938,-136.86169780515965,110.07427258966403,-0.0545274659602981
170.82154750823975,0.5300939083099365,0.00588928504535402,-160.31397165017626,137.26485380742693,-0.05528899179385823
187.5554323196411,0.6476640701293945,0.0057715821203225826,-189.54940199741253,175.72258566755565,-0.07295348811531487
205.17313480377197,0.5266964435577393,0.006909787030493719,-207.03728270729718,180.13215727322952,-0.0738085917817527
221.1143970489502,0.6065070629119873,0.007533125044148159,-225.92738467289112,202.94799116072704,-0.08270003326474809
236.8786334991455,0.7371008396148682,0.007796535878064725,-268.42000743548056,240.94526801819293,-0.09455883452787263
253.36706638336182,0.5457103252410889,0.008297986421535342,-303.53155098589406,274.8759598125063,-0.11320197197115946
269.4767713546753,0.6123185157775879,0.008021666172794317,-390.9040646336824,376.46804770066694,-0.12209029888876648
286.00621223449707,0.5569159984588623,0.009479344660373812,-496.26438946098773,481.7143465779406,-0.17908879773548433
302.4938106536865,0.39955973625183105,0.009627027692683532,-588.9992382177569,593.4588027659144,-0.22860227284255605
318.1816339492798,1.0485053062438965,0.008583088500067726,-711.8545335388906,741.4960057583351,-0.29234182816477905
334.98620986938477,0.5733668804168701,0.010535552330574127,-781.6752372393219,818.2805343349074,-0.34530713614584413
352.1512746810913,0.806957483291626,0.011510616353478165,-889.281358453836,931.453599554876,-0.4193829493269112
370.1094388961792,1.226186752319336,0.011406327775991931,-1004.0541541206597,1052.0904227530064,-0.6349716662560998
379.39441204071045,1.0422468185424805,0.012264638826555263,-1099.8563266974118,1162.8182093953274,-0.8638755523160346
397.67956733703613,1.3210773468017578,0.01226316937730898,-1337.4624487593026,1465.6241419875505,-1.9351140176049142
414.14737701416016,1.264631748199463,0.012323613434990222,-1447.0123357548678,1625.64796151046,-2.2765743317821587
429.98695373535156,1.2680590152740479,0.0117999618457032,-1700.8231975510705,1918.762072911043,-2.5881590620421475
446.7177391052246,1.3202428817749023,0.012325098809080393,-1947.3475402715949,2194.5363838128364,-2.6444928307128905
463.11283111572266,1.2376606464385986,0.013287455671004311,-2105.400719759253,2330.1750300457293,-2.616427906596748
479.36761379241943,-0.767141580581665,0.015293575199472942,-2264.273853914916,2476.9766626896044,-2.676658137110749
496.96505069732666,-0.6851553916931152,0.014902614486097088,-2351.517727354803,2531.362899894364,-2.670869135702551
514.2233371734619,-0.7728636264801025,0.016310639655735093,-2379.54228426203,2543.6318947677287,-2.7000422229309913
531.348705291748,-0.457078218460083,0.016422248702150366,-2390.0209688118625,2530.458164320318,-2.697591775801843
546.8759536743164,-0.7791519165039062,0.01728499026647512,-2413.4623427429638,2509.965817380815,-2.70676825886029
563.6439323425293,-0.5138814449310303,0.01781890156496191,-2432.93818905199,2506.3404888187415,-2.7018203784360786
581.3958644866943,0.009775161743164062,0.01750921768771896,-2431.9263643431486,2510.31230335961,-2.7014533185067844
596.9887971878052,-0.25457143783569336,0.017672503532144113,-2450.400692655594,2516.9030670891802,-2.7433807094637386
615.3624057769775,0.12570619583129883,0.018263355378084656,-2470.9712802881913,2501.2418918444155,-2.7594669028153445
630.9412717819214,0.25215744972229004,0.018130585671051636,-2486.1042760423998,2488.5497464593395,-2.7633776125204403
648.6676931381226,0.2689063549041748,0.018085273734568474,-2494.511985666591,2480.920052984796,-2.7557666498368554
666.5316820144653,0.3750324249267578,0.019053774985427596,-2508.2769223934743,2492.7600249559177,-2.7651482746316653
681.8867921829224,0.4374682903289795,0.01875196444630345,-2536.481286721655,2497.6003752399556,-2.778929474062818
699.1022825241089,0.7365643978118896,0.018615482651516357,-2557.6999393325627,2475.6469767914255,-2.7732181274364205
717.2955274581909,1.0783970355987549,0.018416724811875396,-2567.227838286961,2461.2374437971157,-2.7518085904496568
734.1375350952148,1.1074841022491455,0.019429009771420702,-2598.165750902006,2452.7930311517634,-2.763346503205762
751.8501281738281,1.6475021839141846,0.019111998671412556,-2607.6395165731797,2459.1301507273765,-2.759460042269315
768.8874006271362,1.268237829208374,0.021262599436194796,-2625.463703931603,2464.028052493317,-2.7685456592882254
784.940242767334,2.9680728912353516,0.01602674996197595,-2680.8682143226174,2454.212398860084,-2.757918431924311
803.2563924789429,3.6439895629882812,0.017316719317574503,-2705.6475542168373,2441.303284636907,-2.7499092060084696
821.3047981262207,4.649907350540161,0.01573770710004796,-2733.1246718157063,2427.2418310683274,-2.752369223684923
838.8329744338989,4.522562026977539,0.016942378876473096,-2759.848829662631,2428.4978096496075,-2.7584251204126886
848.6214876174927,3.6149322986602783,0.024075945616513605,-2756.5125032013484,2417.7602496803747,-2.7520429853178303
851.2527942657471,4.047751426696777,0.08220676486556777,-2758.899172952975,2411.494323471855,-2.740006067075451
857.6292991638184,4.165828227996826,0.1525603740469128,-2765.200272518591,2401.354467598752,-2.69030289112288
862.2276782989502,4.677891731262207,0.20100326006705194,-2773.0590129173993,2409.470970371737,-2.6189260865184023
865.8379316329956,5.457133054733276,0.2605658194485936,-2776.8800578952814,2405.901069168603,-2.575526671102537
870.8531856536865,6.252586841583252,0.3253983196508323,-2779.7380715795803,2420.7725981151784,-2.523383769126116
874.0254640579224,7.824122905731201,0.3833775029901916,-2791.8436940737397,2418.481580431261,-2.497227118761314
878.4772157669067,9.260803461074829,0.4432278247083439,-2819.7762785275736,2434.418755805937,-2.4223556274466116
882.555365562439,10.297566652297974,0.49589645531211235,-2821.916819295493,2443.9603306298177,-2.3688654110792386
885.9043121337891,12.861967086791992,0.5542100246781778,-2821.5368520626594,2460.138515583476,-2.281702798619843
890.286922454834,14.685600996017456,0.6175430493002281,-2799.886844635852,2446.6720432085026,-2.232468770545822
892.6849365234375,17.661869525909424,0.6800400832368159,-2798.873376309896,2442.959301382037,-2.208120200414371
897.1126079559326,20.05082368850708,0.7449765323742208,-2810.117037080354,2458.1502275463004,-2.198338399175186
900.6552696228027,22.78923988342285,0.798707916349217,-2822.0099517370886,2472.5085020614315,-2.134622770620774
904.9258232116699,25.96697211265564,0.8540791794728249,-2820.3119075154755,2510.5360363434897,-2.070858865546348
907.512903213501,29.251784086227417,0.91893035297541,-2824.712535025138,2541.2697947320603,-2.012394056602266
910.36057472229,32.45553374290466,0.9800905408948062,-2837.5103458564718,2555.716507963462,-1.9747593009317868
913.2063388824463,35.74305772781372,1.044022204855475,-2844.1213494018434,2547.1790843036856,-1.897254823352141
915.2007102966309,40.00052809715271,1.1125125097050816,-2853.6105636190687,2553.266456268511,-1.8567328661827043
917.5512790679932,43.360352516174316,1.1712560739675155,-2841.818761177415,2560.416778736026,-1.8057746084421582
919.640064239502,47.5732684135437,1.2343283958081324,-2820.2488885629073,2574.365085202052,-1.7338522884792151
920.8447933197021,54.24359440803528,1.2641910204950493,-2811.1090093744756,2576.640066319563,-1.659692568728234
930.2966594696045,80.3033709526062,1.2777321724978024,-2823.0423517907734,2573.002400880534,-1.6312790967017337
935.3961944580078,97.09951281547546,1.2820286275755282,-2826.360785685874,2561.3579209234663,-1.6326097690035377
940.5570030212402,113.019198179245,1.2893827646408085,-2813.9758770909293,2547.770875670868,-1.617397106652403
945.0409412384033,128.41489911079407,1.2977710751016074,-2816.780313645184,2580.442064767618,-1.6277856383339484
949.1534233093262,145.51439881324768,1.3007770381430268,-2798.0418686344274,2577.9394449887095,-1.6340884794935884
950.9129524230957,163.33317756652832,1.3055156110981956,-2745.088635510146,2568.295152193107,-1.6337348980396165
958.5373401641846,178.9325773715973,1.3277934751248808,-2728.217436101327,2574.5751552357965,-1.6522672919022707
962.6624584197998,196.74068689346313,1.3342643001021195,-2728.387370612219,2576.300796161567,-1.6367477461170572
966.5865898132324,213.49436044692993,1.3383560018513296,-2739.5345416121977,2590.4409468942354,-1.6343496141461535
973.8197326660156,229.5002043247223,1.3508620142450114,-2743.3939422725603,2591.9353990344157,-1.6386856775784993
976.2086868286133,246.99251353740692,1.3581103122520146,-2731.4550064143405,2590.1876316113116,-1.6323457004209563
979.9726009368896,264.33898508548737,1.3622925522264093,-2714.6055820302136,2576.445474844223,-1.6028135378686457
984.4298362731934,281.4170569181442,1.3675507110097687,-2696.385328168321,2572.1151861620783,-1.627597257952453
