Run,Mean Position Error,Mean Angle Error
1,72.8688,3.4476
2,72.8403,3.4989
3,71.2205,3.3817
4,76.7954,3.4550
5,70.6539,3.5530
6,72.1144,3.3629
7,73.5213,3.5348
8,73.9058,3.4270
9,72.6170,3.2827
10,71.3038,3.4197

Average,72.7841,3.4363
