Run,Mean Position Error,Mean Angle Error
1,84.6067,3.8471
2,82.9143,3.8423
3,83.3377,3.7430
4,84.9164,3.8364
5,84.9185,3.7609
6,85.3613,3.6728
7,85.1127,3.7215
8,83.4193,3.7062
9,83.3713,3.7985
10,82.4736,3.7210

Average,84.0432,3.7650
