Run,Mean Position Error,Mean Angle Error
1,788.3360,60.8368
2,955.0161,64.7101
3,980.5571,67.5526
4,770.6581,48.4108
5,879.8376,23.6410
6,995.1883,67.5161
7,72.0957,3.6874
8,71.1269,3.7921
9,970.1930,67.3337
10,971.0725,67.3162

Average,745.4081,47.4797
