Run,Mean Position Error,Mean Angle Error
1,4839.9185,60.3857
2,4866.4910,65.2379
3,4837.9368,52.7113
4,4848.0822,60.1270
5,4846.9454,65.1826
6,5212.5862,50.6530
7,4876.9690,61.4004
8,4303.4687,65.7339
9,4233.9359,64.7994
10,4870.7705,67.0176

Average,4773.7104,61.3249
