Run,Mean Position Error,Mean Angle Error
1,71.0498,3.3596
2,70.8665,4.1910
3,70.5063,3.3686
4,71.4115,4.1888
5,72.6952,3.3537
6,69.9588,3.4034
7,70.1443,3.4262
8,67.6080,3.4993
9,71.5757,3.3233
10,70.7849,3.4484

Average,70.6601,3.5562
