Run,Mean Position Error,Mean Angle Error
1,64.5270,3.1664
2,64.5311,3.1674
3,64.5404,3.1729
4,64.5295,3.1685
5,58.4859,3.6361
6,64.5303,3.1728
7,64.5536,3.1743
8,64.5331,3.1683
9,58.4935,3.6338
10,64.5458,3.1724

Average,63.3270,3.2633
