Run,Mean Position Error,Mean Angle Error
1,1787.4300,38.1224
2,2887.4868,57.6578
3,2931.2017,62.0006
4,2872.8003,66.1341
5,2877.0612,66.6946
6,2797.9521,49.6091
7,1996.5470,74.7673
8,2647.1217,69.6597
9,2769.3876,53.7421
10,2755.3964,56.8444

Average,2632.2385,59.5232
