Run,Mean Position Error,Mean Angle Error
1,137.2772,5.3356
2,137.3058,5.3369
3,137.3249,5.3298
4,137.3327,5.3322
5,137.2955,5.3330
6,137.3111,5.3363
7,137.3147,5.3241
8,137.3106,5.3339
9,137.2917,5.3371
10,137.3114,5.3231

Average,137.3076,5.3322
