Run,Mean Position Error,Mean Angle Error
1,70.2034,3.7999
2,69.8334,3.7450
3,68.1041,3.7693
4,72.0969,3.7805
5,67.9856,3.6744
6,68.4950,3.7589
7,69.0327,3.7370
8,72.4151,3.6778
9,70.9308,3.7028
10,69.3251,3.7422

Average,69.8422,3.7388
