Algorithm,square2,eight22,square22,eight2,square2_pose_0,square2_pose_1,square2_pose_2,square2_pose_3,square2_pose_4,eight22_pose_0,eight22_pose_1,eight22_pose_2,eight22_pose_3,eight22_pose_4
mrpt,"84.0432, 3.7650","98.6703, 3.9540","157.3470, 4.8575","160.5386, 8.8687","85.9967, 3.7745","308.9399, 32.4973","2597.4507, 60.1344","2793.9412, 65.9945","2418.3146, 55.8128","97.8529, 3.9793","178.9118, 8.1196","2800.4090, 62.2477","2686.8509, 64.2706","2632.2385, 59.5232"
