Run,Mean Position Error,Mean Angle Error
1,165.1336,8.1108
2,166.6311,9.3014
3,156.0539,4.5076
4,160.8611,6.3362
5,165.0160,7.4913
6,163.3600,6.1314
7,160.9673,6.8014
8,165.8215,9.0720
9,164.0859,7.3574
10,166.9328,7.5663

Average,163.4863,7.2676
