Run,Mean Position Error,Mean Angle Error
1,84.7790,4.2083
2,85.4742,4.1570
3,84.6472,4.1234
4,83.2351,4.1210
5,83.7786,4.0920
6,84.2704,4.0671
7,83.1998,4.0653
8,84.9632,4.1560
9,83.0342,4.2262
10,84.4312,4.1109

Average,84.1813,4.1327
