Run,Mean Position Error,Mean Angle Error
1,175.9727,3.5341
2,175.9628,3.5282
3,175.9790,3.5287
4,175.9940,3.5257
5,176.0052,3.5265
6,175.9898,3.5243
7,176.0203,3.5278
8,175.9854,3.5288
9,175.9791,3.5295
10,175.9695,3.5290

Average,175.9858,3.5283
