Run,Mean Position Error,Mean Angle Error
1,706.8199,129.2283
2,706.8716,129.2423
3,704.8525,129.3585
4,706.7704,129.2125
5,706.6563,129.1904
6,706.7776,129.1845
7,706.7016,129.2086
8,706.7429,129.2298
9,706.7780,129.2113
10,706.7641,129.2207

Average,706.5735,129.2287
