Run,Mean Position Error,Mean Angle Error
1,72.6465,3.4841
2,1299.8845,28.6418
3,78.7048,3.5973
4,74.3178,3.5778
5,79.3414,3.4020
6,74.7163,3.3732
7,70.8544,3.4402
8,75.7775,3.4352
9,78.2816,3.3785
10,822.6084,10.4179

Average,272.7133,6.6748
