Run,Mean Position Error,Mean Angle Error
1,1811.5074,11.1194
2,1811.5120,11.1182
3,1811.4989,11.1156
4,1811.5207,11.1176
5,1811.4998,11.1148
6,1811.5278,11.1214
7,1811.5153,11.1190
8,1811.5219,11.1117
9,1811.4892,11.1200
10,1811.5035,11.1140

Average,1811.5096,11.1172
