Run,Mean Position Error,Mean Angle Error
1,2852.9079,4.2477
2,2852.8710,4.2489
3,2852.8611,4.2480
4,2852.8731,4.2457
5,2852.8609,4.2486
6,2852.8816,4.2426
7,2852.8802,4.2518
8,2852.8751,4.2483
9,2852.8505,4.2451
10,2852.8729,4.2471

Average,2852.8734,4.2474
