Run,Mean Position Error,Mean Angle Error
1,387.3053,35.2040
2,203.6626,6.3682
3,221.8887,6.6791
4,179.3410,5.5898
5,136.1950,4.7385
6,217.7448,5.5537
7,98.9167,4.1341
8,127.9698,4.7773
9,117.5469,4.2680
10,98.5476,3.8835

Average,178.9118,8.1196
