Run,Mean Position Error,Mean Angle Error
1,73.7563,3.3807
2,75.5151,3.2402
3,73.2016,3.4715
4,76.0767,3.2438
5,76.8611,3.3209
6,71.0526,3.3641
7,74.4861,3.2617
8,76.0673,3.3979
9,74.4006,3.3404
10,70.3510,3.5332

Average,74.1768,3.3554
